category,product_name,podio,reviews_rating_number,reviews_amount,_source,_data_coleta,old_price,new_price,ranking_number
 Mais Categorias,Narguile Completo Mini Monster Diversas Cores - Barato,7º MAIS VENDIDO,4.5,2125,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,69.15,62.23,7
 Saúde,Creatina Monohidratada Em Pote 3000mg 100% Pura Dark Lab,1º MAIS VENDIDO,4.8,70480,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,78.9,52.86,1
 Mais Categorias,K-med Gel Lubrificante Íntimo 100g Sabor Sem Sabor,8º MAIS VENDIDO,4.7,2469,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,19.99,9.99,8
 Mais Categorias,Narguile Mini Monster  Completo + Fogareiro + Brinde,9º MAIS VENDIDO,4.5,1888,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,169.89,154.59,9
 Saúde,Creatina Monohidratada Pura 500g Dark Lab Unidade,2º MAIS VENDIDO,4.8,70480,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,93.62,74.9,2
 Mais Categorias,Narguilé Black Hookah Mini Monster Completo Bl - Promoção,10º MAIS VENDIDO,4.5,2002,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,69.78,65.59,10
 Saúde,Creatina Monohidratada 100% - 300g Integralmédica Sabor Neutro,3º MAIS VENDIDO,4.7,52551,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,103.9,52.1,3
 Mais Categorias,Smoking Tabacaria Kit Fumo Dichavador Case Bag Seda Piteira De Vidro Cuia,11º MAIS VENDIDO,4.7,661,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,54.9,45.01,11
 Saúde,Creatina Monohidratada 100% Pote 300g - Dux Nutrition,4º MAIS VENDIDO,4.8,15908,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,98.76,59.26,4
 Saúde,Aparelho Medidor De Pressão Digital De Braço Bpsp11 G-tech,5º MAIS VENDIDO,4.8,32213,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,139.65,78.2,5
 Mais Categorias,Zomo Slim Natural Perfect 25 Unidades 108x44cm,12º MAIS VENDIDO,4.8,502,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,30.05,2.94,12
 Mais Categorias,Hotflowers Lis-in Gold Extra Forte Gel Dessensibilizante 30g,13º MAIS VENDIDO,4.6,1018,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,34.98,3.43,13
 Saúde,Creatina Monohidratada Pura 600g Dark Lab Unidade,6º MAIS VENDIDO,4.8,70480,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,117.9,90.78,6
 Mais Categorias,Kit 2 Gás Butano Refil Recarga Maçarico Culinário Isqueiro,14º MAIS VENDIDO,4.7,631,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,29.49,2.89,14
 Saúde,Suplemento Em Pó Creatina 300g Pura Black Skull Sem Sabor Potencialize Sua Força E Recuperacao Muscular,7º MAIS VENDIDO,4.7,5181,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,39.59,13.2,7
 Mais Categorias,Isqueiro Eletrico De Plasma Carregador Usb Lanterna Potente,15º MAIS VENDIDO,4.5,348,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,38.97,3.82,15
 Saúde,Suplemento Monohidratada Em Pó Max Titanium Pote 300mg Pó Sem Sabor,8º MAIS VENDIDO,4.8,61759,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,51.9,17.3,8
 Mais Categorias,Kit Incenso 25 Aromas Diferentes 175 Varetas Dos Melhores,16º MAIS VENDIDO,4.8,382,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,74.96,44.98,16
 Mais Categorias,Kit 10  Caixas 300 Varetas Incenso Mata Mosquito E Pernilongo Repelente,17º MAIS VENDIDO,4.4,138,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,43.21,4.0,17
 Saúde,Medidor De Pressão Arterial Digital Gp400 Branco G-tech,9º MAIS VENDIDO,4.6,42162,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,72.99,7.16,9
 Mais Categorias,Bolador Enrolador Automático Seda Bolar Fácil Metal 110 Mm Cor Preto,18º MAIS VENDIDO,4.1,667,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,25.9,23.53,18
 Saúde,Creatina Monohidratada Pura 1kg Dark Lab Unidade Sem Sabor,10º MAIS VENDIDO,4.8,70480,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,227.82,149.69,10
 Mais Categorias,10 Cartucho Tatuagem Traço E Pintura 3/5/7/9/11/13/15/23/27,19º MAIS VENDIDO,4.7,352,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,100.65,78.0,19
 Saúde,Whey 100% Hd Refil Black Skull 900g Wpc Wpi E Wph Sabor Baunilha,11º MAIS VENDIDO,4.7,17754,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,78.9,68.64,11
 Mais Categorias,Panta Cosmética Restaurador Dérmico 120g Preto,20º MAIS VENDIDO,4.8,882,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,110.67,36.0,20
 Saúde,Suplemento Em Pó Turbo 300g Black Skull Sem Sabor,12º MAIS VENDIDO,4.7,86515,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,39.9,24.33,12
 Saúde,Creatina 120 Caps - Integralmedica,13º MAIS VENDIDO,4.8,6655,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,60.26,38.64,13
 Saúde,Relaxmedic Balança Digital Corporal Bioimpedancia Aplicativo Bluetooth,14º MAIS VENDIDO,4.9,7207,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,249.9,173.94,14
 Saúde,Ômega 3 Epa 540mg Dha 360mg Catarinense 120 Cápsulas,15º MAIS VENDIDO,4.8,7398,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,39.82,3.0,15
 Saúde,Suplemento Em Pó 100% Hd Refil Black Skull - 900g Wpc Wpi E Wph Sabor Chocolate,16º MAIS VENDIDO,4.7,17754,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,78.8,63.04,16
 Saúde,Suplemento Em Pó Creatine - 300g - Probiótica,17º MAIS VENDIDO,4.7,2854,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,68.68,51.07,17
 Saúde,Creatina Pura Creatine Up 300g - Nutrata Sabor Sem Sabor,18º MAIS VENDIDO,4.8,2848,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,52.9,40.2,18
 Saúde,Creatina Turbo Refil 500 G Black Skull,19º MAIS VENDIDO,4.7,86515,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,78.34,41.05,19
 Saúde,Palmilha De Gel Anatomica Confortável,20º MAIS VENDIDO,4.4,36096,https://www.mercadolivre.com.br/mais-vendidos/,2025-01-09 20:18:45.206895,23.9,2.34,20
